"","REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"494",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44367597","2.58.3",NA,"..",NA,NA,2
"495",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44367597","2.58.3",NA,"..",NA,NA,2
"496",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000150031","2.58.15",NA,"..",NA,NA,0
"497",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000150031","2.58.15",NA,"..",NA,NA,0
"498",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000150031","2.58.15",1,NA,NA,NA,0
"499",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000150031","2.58.15",3,NA,NA,NA,0
"500",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000150031","2.58.15",0,NA,NA,NA,0
"501",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000150032","2.58.16",NA,"..",NA,NA,2
"502",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000150032","2.58.16",NA,"..",NA,NA,2
"503",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000150032","2.58.16",50,NA,NA,NA,2
"504",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000150032","2.58.16",100,NA,NA,NA,2
"505",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000150032","2.58.16",0,NA,NA,NA,2
"506",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44409372","2.58.4",0,NA,NA,NA,0
"507",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44409372","2.58.4",0,NA,NA,NA,0
"508",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44409372","2.58.4",0,NA,NA,NA,0
"509",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44409372","2.58.4",0,NA,NA,NA,0
"510",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44409372","2.58.4",0,NA,NA,NA,0
"511",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44328456","2.58.5",0,NA,NA,NA,0
"512",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44328456","2.58.5",0,NA,NA,NA,0
"513",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44328456","2.58.5",0,NA,NA,NA,0
"514",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44328456","2.58.5",0,NA,NA,NA,0
"515",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44328456","2.58.5",0,NA,NA,NA,0
"516",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44388061","2.58.6",0,NA,NA,NA,0
"517",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44388061","2.58.6",0,NA,NA,NA,0
"518",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44388061","2.58.6",0,NA,NA,NA,0
"519",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44388061","2.58.6",0,NA,NA,NA,0
"520",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44388061","2.58.6",0,NA,NA,NA,0
"521",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44401207","2.58.7",0,NA,NA,NA,0
"522",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44401207","2.58.7",0,NA,NA,NA,0
"523",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44401207","2.58.7",0,NA,NA,NA,0
"524",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44401207","2.58.7",0,NA,NA,NA,0
"525",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44401207","2.58.7",0,NA,NA,NA,0
"526",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44345081","2.58.8",0,NA,NA,NA,2
"527",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44345081","2.58.8",0,NA,NA,NA,2
"528",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44345081","2.58.8",0,NA,NA,NA,2
"529",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44345081","2.58.8",0,NA,NA,NA,2
"530",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44345081","2.58.8",0,NA,NA,NA,2
"531",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44414013","2.58.9",0,NA,NA,NA,0
"532",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44414013","2.58.9",0,NA,NA,NA,0
"533",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44414013","2.58.9",0,NA,NA,NA,0
"534",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44414013","2.58.9",0,NA,NA,NA,0
"535",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44414013","2.58.9",0,NA,NA,NA,0
"536",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44391272","2.58.10",0,NA,NA,NA,2
"537",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44391272","2.58.10",0,NA,NA,NA,2
"538",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44391272","2.58.10",0,NA,NA,NA,2
"539",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44391272","2.58.10",0,NA,NA,NA,2
"540",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44391272","2.58.10",0,NA,NA,NA,2
"541",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44393556","2.58.11",0,NA,NA,NA,0
"542",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44393556","2.58.11",0,NA,NA,NA,0
"543",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44393556","2.58.11",0,NA,NA,NA,0
"544",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44393556","2.58.11",0,NA,NA,NA,0
"545",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44393556","2.58.11",0,NA,NA,NA,0
"546",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44413671","2.58.12",0,NA,NA,NA,2
"547",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44413671","2.58.12",0,NA,NA,NA,2
"548",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44413671","2.58.12",0,NA,NA,NA,2
"549",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44413671","2.58.12",0,NA,NA,NA,2
"550",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44413671","2.58.12",0,NA,NA,NA,2
"551",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53099584","2.58.13",0,NA,NA,NA,0
"552",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53099584","2.58.13",0,NA,NA,NA,0
"553",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53099584","2.58.13",0,NA,NA,NA,0
"554",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53099584","2.58.13",0,NA,NA,NA,0
"555",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53099584","2.58.13",0,NA,NA,NA,0
"556",2015,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53099585","2.58.14",0,NA,NA,NA,2
"557",2016,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53099585","2.58.14",0,NA,NA,NA,2
"558",2017,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53099585","2.58.14",0,NA,NA,NA,2
"559",2018,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53099585","2.58.14",0,NA,NA,NA,2
"560",2019,"Newfoundland and Labrador [10]","2016A000210","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53099585","2.58.14",0,NA,NA,NA,2
"561",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44351130","7.58.1",1,NA,NA,NA,0
"562",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44351130","7.58.1",2,NA,NA,NA,0
"563",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44351130","7.58.1",1,NA,NA,NA,0
"564",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44351130","7.58.1",2,NA,NA,NA,0
"565",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44351130","7.58.1",7,NA,NA,NA,0
"566",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44417975","7.58.2",0.13,NA,NA,NA,2
"567",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44417975","7.58.2",0.26,NA,NA,NA,2
"568",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44417975","7.58.2",0.13,NA,NA,NA,2
"569",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44417975","7.58.2",0.26,NA,NA,NA,2
"570",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44417975","7.58.2",0.9,NA,NA,NA,2
"571",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44383321","7.58.3",100,NA,NA,NA,2
"572",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44383321","7.58.3",98.82,NA,NA,NA,2
"573",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44383321","7.58.3",NA,"..",NA,NA,2
"574",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44383321","7.58.3",NA,"..",NA,NA,2
"575",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44383321","7.58.3",NA,"..",NA,NA,2
"576",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000153071","7.58.15",NA,"..",NA,NA,0
"577",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000153071","7.58.15",NA,"..",NA,NA,0
"578",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000153071","7.58.15",2,NA,NA,NA,0
"579",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000153071","7.58.15",2,NA,NA,NA,0
"580",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000153071","7.58.15",2,NA,NA,NA,0
"581",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000153072","7.58.16",NA,"..",NA,NA,2
"582",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000153072","7.58.16",NA,"..",NA,NA,2
"583",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000153072","7.58.16",66.67,NA,NA,NA,2
"584",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000153072","7.58.16",50,NA,NA,NA,2
"585",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000153072","7.58.16",22.22,NA,NA,NA,2
"586",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44344776","7.58.4",1,NA,NA,NA,0
"587",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44344776","7.58.4",0,NA,NA,NA,0
"588",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44344776","7.58.4",0,NA,NA,NA,0
"589",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44344776","7.58.4",0,NA,NA,NA,0
"590",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44344776","7.58.4",1,NA,NA,NA,0
"591",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44412075","7.58.5",1,NA,NA,NA,0
"592",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44412075","7.58.5",0,NA,NA,NA,0
"593",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44412075","7.58.5",0,NA,NA,NA,0
"594",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44412075","7.58.5",0,NA,NA,NA,0
"595",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44412075","7.58.5",1,NA,NA,NA,0
"596",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44357633","7.58.6",0,NA,NA,NA,0
"597",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44357633","7.58.6",0,NA,NA,NA,0
"598",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44357633","7.58.6",0,NA,NA,NA,0
"599",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44357633","7.58.6",0,NA,NA,NA,0
"600",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44357633","7.58.6",0,NA,NA,NA,0
"601",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44398357","7.58.7",2,NA,NA,NA,0
"602",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44398357","7.58.7",0,NA,NA,NA,0
"603",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44398357","7.58.7",0,NA,NA,NA,0
"604",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44398357","7.58.7",0,NA,NA,NA,0
"605",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44398357","7.58.7",2,NA,NA,NA,0
"606",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44392372","7.58.8",0.3,NA,NA,NA,2
"607",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44392372","7.58.8",0,NA,NA,NA,2
"608",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44392372","7.58.8",0,NA,NA,NA,2
"609",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44392372","7.58.8",0,NA,NA,NA,2
"610",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44392372","7.58.8",0.29,NA,NA,NA,2
"611",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44347083","7.58.9",2,NA,NA,NA,0
"612",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44347083","7.58.9",0,NA,NA,NA,0
"613",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44347083","7.58.9",0,NA,NA,NA,0
"614",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44347083","7.58.9",0,NA,NA,NA,0
"615",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44347083","7.58.9",2,NA,NA,NA,0
"616",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44362357","7.58.10",0.32,NA,NA,NA,2
"617",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44362357","7.58.10",0,NA,NA,NA,2
"618",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44362357","7.58.10",0,NA,NA,NA,2
"619",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44362357","7.58.10",0,NA,NA,NA,2
"620",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44362357","7.58.10",0.31,NA,NA,NA,2
"621",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44330393","7.58.11",0,NA,NA,NA,0
"622",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44330393","7.58.11",0,NA,NA,NA,0
"623",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44330393","7.58.11",0,NA,NA,NA,0
"624",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44330393","7.58.11",0,NA,NA,NA,0
"625",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44330393","7.58.11",0,NA,NA,NA,0
"626",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44389328","7.58.12",0,NA,NA,NA,2
"627",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44389328","7.58.12",0,NA,NA,NA,2
"628",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44389328","7.58.12",0,NA,NA,NA,2
"629",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44389328","7.58.12",0,NA,NA,NA,2
"630",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44389328","7.58.12",0,NA,NA,NA,2
"631",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53102094","7.58.13",0,NA,NA,NA,0
"632",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53102094","7.58.13",0,NA,NA,NA,0
"633",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53102094","7.58.13",0,NA,NA,NA,0
"634",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53102094","7.58.13",0,NA,NA,NA,0
"635",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53102094","7.58.13",0,NA,NA,NA,0
"636",2015,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53102095","7.58.14",0,NA,NA,NA,2
"637",2016,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53102095","7.58.14",0,NA,NA,NA,2
"638",2017,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53102095","7.58.14",0,NA,NA,NA,2
"639",2018,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53102095","7.58.14",0,NA,NA,NA,2
"640",2019,"New Brunswick [13]","2016A000213","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53102095","7.58.14",0,NA,NA,NA,2
"641",2015,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44415352","28.58.1",8,NA,NA,NA,0
"642",2016,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44415352","28.58.1",6,NA,NA,NA,0
"643",2017,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44415352","28.58.1",3,NA,NA,NA,0
"644",2018,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44415352","28.58.1",6,NA,NA,NA,0
"645",2019,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44415352","28.58.1",2,NA,NA,NA,0
"646",2015,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44411488","28.58.2",0.62,NA,NA,NA,2
"647",2016,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44411488","28.58.2",0.46,NA,NA,NA,2
"648",2017,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44411488","28.58.2",0.22,NA,NA,NA,2
"649",2018,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44411488","28.58.2",0.44,NA,NA,NA,2
"650",2019,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44411488","28.58.2",0.15,NA,NA,NA,2
"651",2015,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44393372","28.58.3",295.91,NA,NA,NA,2
"652",2016,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44393372","28.58.3",-26.25,NA,NA,NA,2
"653",2017,"Manitoba [46]","2016A000246","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44393372","28.58.3",NA,"..",NA,NA,2
